KO	GO	GO_term
K02484	GO:0000155	phosphorelay sensor kinase activity
K02484	GO:0000155	phosphorelay sensor kinase activity
K02484	GO:0000155	phosphorelay sensor kinase activity
K02484	GO:0000155	phosphorelay sensor kinase activity
K02484	GO:0000155	phosphorelay sensor kinase activity
K02484	GO:0000155	phosphorelay sensor kinase activity
K02484	GO:0000155	phosphorelay sensor kinase activity
K02484	GO:0000155	phosphorelay sensor kinase activity
K02484	GO:0000155	phosphorelay sensor kinase activity
K02484	GO:0000155	phosphorelay sensor kinase activity
K02485	GO:0000156	phosphorelay response regulator activity
K02485	GO:0000156	phosphorelay response regulator activity
K02486	GO:0000155	phosphorelay sensor kinase activity
K02486	GO:0000155	phosphorelay sensor kinase activity
K02486	GO:0000155	phosphorelay sensor kinase activity
K02486	GO:0000155	phosphorelay sensor kinase activity
K02486	GO:0000155	phosphorelay sensor kinase activity
K02486	GO:0000155	phosphorelay sensor kinase activity
K02486	GO:0000155	phosphorelay sensor kinase activity
K02486	GO:0000155	phosphorelay sensor kinase activity
K02486	GO:0000155	phosphorelay sensor kinase activity
K02486	GO:0000155	phosphorelay sensor kinase activity
K02488	GO:0000156	phosphorelay response regulator activity
K02488	GO:0000156	phosphorelay response regulator activity
K02489	GO:0000155	phosphorelay sensor kinase activity
K02489	GO:0000155	phosphorelay sensor kinase activity
K02489	GO:0000155	phosphorelay sensor kinase activity
K02489	GO:0000155	phosphorelay sensor kinase activity
K02489	GO:0000155	phosphorelay sensor kinase activity
K02489	GO:0000155	phosphorelay sensor kinase activity
K02489	GO:0000155	phosphorelay sensor kinase activity
K02489	GO:0000155	phosphorelay sensor kinase activity
K02489	GO:0000155	phosphorelay sensor kinase activity
K02489	GO:0000155	phosphorelay sensor kinase activity
K02490	GO:0000156	phosphorelay response regulator activity
K02490	GO:0000156	phosphorelay response regulator activity
K02491	GO:0000155	phosphorelay sensor kinase activity
K02491	GO:0000155	phosphorelay sensor kinase activity
K02491	GO:0000155	phosphorelay sensor kinase activity
K02491	GO:0000155	phosphorelay sensor kinase activity
K02491	GO:0000155	phosphorelay sensor kinase activity
K02491	GO:0000155	phosphorelay sensor kinase activity
K02491	GO:0000155	phosphorelay sensor kinase activity
K02491	GO:0000155	phosphorelay sensor kinase activity
K02491	GO:0000155	phosphorelay sensor kinase activity
K02491	GO:0000155	phosphorelay sensor kinase activity
K02492	GO:0008883	glutamyl-tRNA reductase activity
K02492	GO:0008883	glutamyl-tRNA reductase activity
K02518	GO:0003743	translation initiation factor activity
K02518	GO:0003743	translation initiation factor activity
K02518	GO:0003743	translation initiation factor activity
K02518	GO:0003743	translation initiation factor activity
K02518	GO:0003743	translation initiation factor activity
K02518	GO:0003743	translation initiation factor activity
K02518	GO:0003743	translation initiation factor activity
K02518	GO:0003743	translation initiation factor activity
K02518	GO:0003743	translation initiation factor activity
K02518	GO:0003743	translation initiation factor activity
K02518	GO:0003743	translation initiation factor activity
K02518	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02519	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02520	GO:0003743	translation initiation factor activity
K02535	GO:0008759	UDP-3-O-[3-hydroxymyristoyl] N-acetylglucosamine deacetylase activity
K02540	GO:0042555	MCM complex
K02541	GO:0042555	MCM complex
K02542	GO:0042555	MCM complex
K02545	GO:0008658	penicillin binding
K02545	GO:0008658	penicillin binding
K02545	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity
K02545	GO:0009002	serine-type D-Ala-D-Ala carboxypeptidase activity
K02555	GO:0004725	protein tyrosine phosphatase activity
K02555	GO:0004725	protein tyrosine phosphatase activity
K02555	GO:0004725	protein tyrosine phosphatase activity
K02555	GO:0004725	protein tyrosine phosphatase activity
K02555	GO:0004725	protein tyrosine phosphatase activity
K02555	GO:0004725	protein tyrosine phosphatase activity
K02558	GO:0016881	acid-amino acid ligase activity
K02558	GO:0016881	acid-amino acid ligase activity
K02558	GO:0016881	acid-amino acid ligase activity
K02566	GO:0008253	5'-nucleotidase activity
K02566	GO:0008253	5'-nucleotidase activity
K02566	GO:0008253	5'-nucleotidase activity
K02576	GO:0015016	[heparan sulfate]-glucosamine N-sulfotransferase activity
K02577	GO:0015016	[heparan sulfate]-glucosamine N-sulfotransferase activity
K02578	GO:0015016	[heparan sulfate]-glucosamine N-sulfotransferase activity
K02579	GO:0015016	[heparan sulfate]-glucosamine N-sulfotransferase activity
K02586	GO:0016163	nitrogenase activity
K02588	GO:0016163	nitrogenase activity
K02591	GO:0016163	nitrogenase activity
K02600	GO:0006353	DNA-templated transcription termination
K02600	GO:0006353	DNA-templated transcription termination
K02601	GO:0006353	DNA-templated transcription termination
K02601	GO:0006353	DNA-templated transcription termination
K02621	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
K02621	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
K02621	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
K02621	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
K02622	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
K02622	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
K02622	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
K02622	GO:0003918	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity
K02626	GO:0008792	arginine decarboxylase activity
K02657	GO:0000156	phosphorelay response regulator activity
K02657	GO:0000156	phosphorelay response regulator activity
K02658	GO:0000156	phosphorelay response regulator activity
K02658	GO:0000156	phosphorelay response regulator activity
K02667	GO:0000156	phosphorelay response regulator activity
K02667	GO:0000156	phosphorelay response regulator activity
K02668	GO:0000155	phosphorelay sensor kinase activity
K02668	GO:0000155	phosphorelay sensor kinase activity
K02668	GO:0000155	phosphorelay sensor kinase activity
K02668	GO:0000155	phosphorelay sensor kinase activity
K02668	GO:0000155	phosphorelay sensor kinase activity
K02668	GO:0000155	phosphorelay sensor kinase activity
K02668	GO:0000155	phosphorelay sensor kinase activity
K02668	GO:0000155	phosphorelay sensor kinase activity
K02668	GO:0000155	phosphorelay sensor kinase activity
K02668	GO:0000155	phosphorelay sensor kinase activity
K02683	GO:0003896	DNA primase activity
K02683	GO:0003896	DNA primase activity
K02683	GO:0003896	DNA primase activity
K02683	GO:0003896	DNA primase activity
K02684	GO:0003896	DNA primase activity
K02684	GO:0003896	DNA primase activity
K02684	GO:0003896	DNA primase activity
K02684	GO:0003896	DNA primase activity
K02744	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02744	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02744	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02744	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02744	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02744	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02744	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02744	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02745	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02745	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02745	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02745	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02745	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02745	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02745	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02745	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02746	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02746	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02746	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02746	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02746	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02746	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02746	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02746	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02747	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02747	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02747	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02747	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02747	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02747	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02747	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02747	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02750	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02750	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02750	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02750	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02750	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02750	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02750	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02750	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02753	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02753	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02753	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02753	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02753	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02753	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02753	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02753	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02755	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02755	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02755	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02755	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02755	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02755	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02755	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02755	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02757	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02757	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02757	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02757	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02757	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02757	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02757	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02757	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02759	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02759	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02759	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02759	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02759	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02759	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02759	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02759	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02760	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02760	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02760	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02760	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02760	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02760	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02760	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02760	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02761	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02761	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02761	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02761	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02761	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02761	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02761	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02761	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02765	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02765	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02765	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02765	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
K02765	GO:0008982	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity
