KO	Module	Module_desc
K01916	M00115	NAD biosynthesis, aspartate => quinolinate => NAD
K01916	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD
K01950	M00115	NAD biosynthesis, aspartate => quinolinate => NAD
K01950	M00912	NAD biosynthesis, tryptophan => quinolinate => NAD
K02552	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol
K02552	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K02551	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol
K02551	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K08680	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol
K08680	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K02549	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol
K02549	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K01911	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol
K01911	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K01661	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol
K01661	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K19222	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol
K19222	M00932	Phylloquinone biosynthesis, chorismate (+ phytyl-PP) => phylloquinol
K02548	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol
K03183	M00116	Menaquinone biosynthesis, chorismate (+ polyprenyl-PP) => menaquinol
K03183	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K03181	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K18240	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K03179	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K03182	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K03186	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K03186	M00849	C5 isoprenoid biosynthesis, mevalonate pathway, archaea
K18800	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K00568	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K00568	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K03185	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K03184	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K06134	M00117	Ubiquinone biosynthesis, prokaryotes, chorismate (+ polyprenyl-PP) => ubiquinol
K06134	M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol
K11204	M00118	Glutathione biosynthesis, glutamate => glutathione
K11205	M00118	Glutathione biosynthesis, glutamate => glutathione
K01919	M00118	Glutathione biosynthesis, glutamate => glutathione
K21456	M00118	Glutathione biosynthesis, glutamate => glutathione
K01920	M00118	Glutathione biosynthesis, glutamate => glutathione
K00606	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
K00606	M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
K00606	M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA
K00077	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
K00077	M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
K00077	M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA
K01579	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
K01918	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
K01918	M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
K13799	M00119	Pantothenate biosynthesis, valine/L-aspartate => pantothenate
K00867	M00120	Coenzyme A biosynthesis, pantothenate => CoA
K03525	M00120	Coenzyme A biosynthesis, pantothenate => CoA
K01947	M00120	Coenzyme A biosynthesis, pantothenate => CoA
K21977	M00120	Coenzyme A biosynthesis, pantothenate => CoA
K01598	M00120	Coenzyme A biosynthesis, pantothenate => CoA
K13038	M00120	Coenzyme A biosynthesis, pantothenate => CoA
K13038	M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA
K00954	M00120	Coenzyme A biosynthesis, pantothenate => CoA
K02201	M00120	Coenzyme A biosynthesis, pantothenate => CoA
K02201	M00914	Coenzyme A biosynthesis, archaea, 2-oxoisovalerate => 4-phosphopantoate => CoA
K00859	M00120	Coenzyme A biosynthesis, pantothenate => CoA
K01885	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K02492	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K02492	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K02492	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme
K01845	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K01845	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K01845	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme
K01698	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K01698	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K01698	M00868	Heme biosynthesis, animals and fungi, glycine => heme
K01698	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme
K01749	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K01749	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K01749	M00868	Heme biosynthesis, animals and fungi, glycine => heme
K01749	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme
K01719	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K01719	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K01719	M00868	Heme biosynthesis, animals and fungi, glycine => heme
K01719	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme
K13542	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K13542	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K13542	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K13542	M00924	Cobalamin biosynthesis, anaerobic, uroporphyrinogen III => sirohydrochlorin => cobyrinate a,c-diamide
K13542	M00925	Cobalamin biosynthesis, aerobic, uroporphyrinogen III => precorrin 2 => cobyrinate a,c-diamide
K13542	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme
K13543	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K13543	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K13543	M00846	Siroheme biosynthesis, glutamyl-tRNA => siroheme
K01599	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K01599	M00868	Heme biosynthesis, animals and fungi, glycine => heme
K01599	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme
K00228	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K00228	M00868	Heme biosynthesis, animals and fungi, glycine => heme
K02495	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K00230	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K08973	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K01772	M00121	Heme biosynthesis, plants and bacteria, glutamate => heme
K01772	M00868	Heme biosynthesis, animals and fungi, glycine => heme
K01772	M00926	Heme biosynthesis, bacteria, glutamyl-tRNA => coproporphyrin III => heme
K00798	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin
K19221	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin
K02232	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin
K02225	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin
K02227	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin
K02231	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin
K00768	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin
K02226	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin
K22316	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin
K02233	M00122	Cobalamin biosynthesis, cobyrinate a,c-diamide => cobalamin
K00652	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
K00652	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
K00652	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
K00652	M00950	Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin
K00833	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
K00833	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
K19563	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
K19563	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
K19563	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
K01935	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
K01935	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
K01935	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
K01935	M00950	Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin
K19562	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
K01012	M00123	Biotin biosynthesis, pimeloyl-ACP/CoA => biotin
K01012	M00573	Biotin biosynthesis, BioI pathway, long-chain-acyl-ACP => pimeloyl-ACP => biotin
K01012	M00577	Biotin biosynthesis, BioW pathway, pimelate => pimeloyl-CoA => biotin
K01012	M00950	Biotin biosynthesis, BioU pathway, pimeloyl-ACP/CoA => biotin
K03472	M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P
K03473	M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P
K00097	M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P
K03474	M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P
K00275	M00124	Pyridoxal-P biosynthesis, erythrose-4P => pyridoxal-P
K01497	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K01497	M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
K14652	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K14652	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K14652	M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF
K01498	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K00082	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K11752	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K22912	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K20860	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K20861	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K20862	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K21063	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K21064	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K02858	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K02858	M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
K00794	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K00794	M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
K00793	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K00793	M00911	Riboflavin biosynthesis, fungi, GTP => riboflavin/FMN/FAD
K22949	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K11753	M00125	Riboflavin biosynthesis, plants and bacteria, GTP => riboflavin/FMN/FAD
K01495	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K01495	M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF
K01495	M00842	Tetrahydrobiopterin biosynthesis, GTP => BH4
K01495	M00843	L-threo-Tetrahydrobiopterin biosynthesis, GTP => L-threo-BH4
K09007	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K22391	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K01077	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K01113	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K08310	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K19965	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K13939	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K13940	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K01633	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K01633	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K01633	M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF
K00950	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K00796	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K13941	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K13941	M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF
K13941	M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF
K11754	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K11754	M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF
K20457	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K00287	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K00287	M00840	Tetrahydrofolate biosynthesis, mediated by ribA and trpF, GTP => THF
K13998	M00126	Tetrahydrofolate biosynthesis, GTP => THF
K13998	M00841	Tetrahydrofolate biosynthesis, mediated by PTPS, GTP => THF
K13998	M00938	Pyrimidine deoxyribonucleotide biosynthesis, UDP => dTTP
K03148	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
K03148	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP
K03154	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
K03154	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP
K03151	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
K03151	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP
K03150	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
K03149	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
K03149	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP
K03147	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
K03147	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP
K03147	M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP
K03147	M00897	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP
K00941	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
K00941	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP
K00941	M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP
K00941	M00899	Thiamine salvage pathway, HMP/HET => TMP
K00788	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
K00788	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP
K00788	M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP
K00788	M00899	Thiamine salvage pathway, HMP/HET => TMP
K14153	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
K14153	M00897	Thiamine biosynthesis, plants, AIR (+ NAD+) => TMP/thiamine/TPP
K14153	M00899	Thiamine salvage pathway, HMP/HET => TMP
K21219	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
K21219	M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP
K21219	M00899	Thiamine salvage pathway, HMP/HET => TMP
K00946	M00127	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/tyrosine) => TMP/TPP
K00946	M00895	Thiamine biosynthesis, prokaryotes, AIR (+ DXP/glycine) => TMP/TPP
K00946	M00896	Thiamine biosynthesis, archaea, AIR (+ NAD+) => TMP/TPP
K06125	M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol
K06126	M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol
K00591	M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol
K00591	M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol
K06127	M00128	Ubiquinone biosynthesis, eukaryotes, 4-hydroxybenzoate + polyprenyl-PP => ubiquinol
K00963	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
K00963	M00549	Nucleotide sugar biosynthesis, glucose => UDP-glucose
K00963	M00854	Glycogen biosynthesis, glucose-1P => glycogen/starch
K01053	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
K00103	M00129	Ascorbate biosynthesis, animals, glucose-1P => ascorbate
K00888	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
K13711	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
K00889	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
K13712	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
K05857	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
K05858	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
K05861	M00130	Inositol phosphate metabolism, PI=> PIP2 => Ins(1,4,5)P3 => Ins(1,3,4,5)P4
K01092	M00131	Inositol phosphate metabolism, Ins(1,3,4,5)P4 => Ins(1,3,4)P3 => myo-inositol
K00913	M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate
K00915	M00132	Inositol phosphate metabolism, Ins(1,3,4)P3 => phytate
K01583	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
K01584	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
K01585	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
K02626	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
K01480	M00133	Polyamine biosynthesis, arginine => agmatine => putrescine => spermidine
K01581	M00134	Polyamine biosynthesis, arginine => ornithine => putrescine
K00657	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA
K00274	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA
K00128	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA
K00128	M00913	Pantothenate biosynthesis, 2-oxoisovalerate/spermine => pantothenate
K00149	M00135	GABA biosynthesis, eukaryotes, putrescine => GABA
K09470	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA
K09471	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA
K09472	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA
K09473	M00136	GABA biosynthesis, prokaryotes, putrescine => GABA
K00475	M00138	Flavonoid biosynthesis, naringenin => pelargonidin
