PFAM	GO_term	GO	PFAM_description
PF01064	transmembrane receptor protein serine/threonine kinase activity	GO:0004675	Activin_recp
PF01064	membrane	GO:0016020	Activin_recp
PF01065	viral capsid	GO:0019028	Adeno_hexon
PF01066	phosphotransferase activity, for other substituted phosphate groups	GO:0016780	CDP-OH_P_transf
PF01066	phospholipid biosynthetic process	GO:0008654	CDP-OH_P_transf
PF01066	membrane	GO:0016020	CDP-OH_P_transf
PF01068	DNA ligase (ATP) activity	GO:0003910	DNA_ligase_A_M
PF01068	ATP binding	GO:0005524	DNA_ligase_A_M
PF01068	DNA repair	GO:0006281	DNA_ligase_A_M
PF01068	DNA recombination	GO:0006310	DNA_ligase_A_M
PF01070	oxidoreductase activity	GO:0016491	FMN_dh
PF01073	3-beta-hydroxy-delta5-steroid dehydrogenase activity	GO:0003854	3Beta_HSD
PF01073	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0016616	3Beta_HSD
PF01073	steroid biosynthetic process	GO:0006694	3Beta_HSD
PF01074	alpha-mannosidase activity	GO:0004559	Glyco_hydro_38N
PF01074	mannose metabolic process	GO:0006013	Glyco_hydro_38N
PF01075	glycosyltransferase activity	GO:0016757	Glyco_transf_9
PF01076	DNA binding	GO:0003677	Mob_Pre
PF01076	DNA recombination	GO:0006310	Mob_Pre
PF01077	oxidoreductase activity	GO:0016491	NIR_SIR
PF01077	heme binding	GO:0020037	NIR_SIR
PF01077	iron-sulfur cluster binding	GO:0051536	NIR_SIR
PF01078	ATP binding	GO:0005524	Mg_chelatase
PF01079	protein autoprocessing	GO:0016540	Hint
PF01080	aspartic endopeptidase activity, intramembrane cleaving	GO:0042500	Presenilin
PF01080	protein processing	GO:0016485	Presenilin
PF01080	membrane	GO:0016020	Presenilin
PF01081	lyase activity	GO:0016829	Aldolase
PF01082	monooxygenase activity	GO:0004497	Cu2_monooxygen
PF01082	copper ion binding	GO:0005507	Cu2_monooxygen
PF01082	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen	GO:0016715	Cu2_monooxygen
PF01083	hydrolase activity	GO:0016787	Cutinase
PF01084	structural constituent of ribosome	GO:0003735	Ribosomal_S18
PF01084	translation	GO:0006412	Ribosomal_S18
PF01084	ribosome	GO:0005840	Ribosomal_S18
PF01085	cell-cell signaling	GO:0007267	HH_signal
PF01086	structural molecule activity	GO:0005198	Clathrin_lg_ch
PF01086	intracellular protein transport	GO:0006886	Clathrin_lg_ch
PF01086	vesicle-mediated transport	GO:0016192	Clathrin_lg_ch
PF01086	clathrin coat of trans-Golgi network vesicle	GO:0030130	Clathrin_lg_ch
PF01086	clathrin coat of coated pit	GO:0030132	Clathrin_lg_ch
PF01087	UDP-glucose:hexose-1-phosphate uridylyltransferase activity	GO:0008108	GalP_UDP_transf
PF01087	galactose metabolic process	GO:0006012	GalP_UDP_transf
PF01088	cysteine-type deubiquitinase activity	GO:0004843	Peptidase_C12
PF01088	ubiquitin-dependent protein catabolic process	GO:0006511	Peptidase_C12
PF01090	structural constituent of ribosome	GO:0003735	Ribosomal_S19e
PF01090	translation	GO:0006412	Ribosomal_S19e
PF01090	ribosome	GO:0005840	Ribosomal_S19e
PF01091	growth factor activity	GO:0008083	PTN_MK_C
PF01092	structural constituent of ribosome	GO:0003735	Ribosomal_S6e
PF01092	translation	GO:0006412	Ribosomal_S6e
PF01092	ribosome	GO:0005840	Ribosomal_S6e
PF01095	pectinesterase activity	GO:0030599	Pectinesterase
PF01095	cell wall modification	GO:0042545	Pectinesterase
PF01096	nucleic acid binding	GO:0003676	TFIIS_C
PF01096	zinc ion binding	GO:0008270	TFIIS_C
PF01096	DNA-templated transcription	GO:0006351	TFIIS_C
PF01097	defense response	GO:0006952	Defensin_2
PF01098	cell division	GO:0051301	FTSW_RODA_SPOVE
PF01098	membrane	GO:0016020	FTSW_RODA_SPOVE
PF01101	nucleosomal DNA binding	GO:0031492	HMG14_17
PF01101	chromatin	GO:0000785	HMG14_17
PF01101	nucleus	GO:0005634	HMG14_17
PF01103	outer membrane	GO:0019867	Omp85
PF01104	viral process	GO:0016032	Bunya_NS-S
PF01106	iron ion binding	GO:0005506	NifU
PF01106	iron-sulfur cluster binding	GO:0051536	NifU
PF01106	iron-sulfur cluster assembly	GO:0016226	NifU
PF01108	protein binding	GO:0005515	Tissue_fac
PF01109	granulocyte macrophage colony-stimulating factor receptor binding	GO:0005129	GM_CSF
PF01109	growth factor activity	GO:0008083	GM_CSF
PF01109	immune response	GO:0006955	GM_CSF
PF01109	extracellular region	GO:0005576	GM_CSF
PF01110	ciliary neurotrophic factor receptor binding	GO:0005127	CNTF
PF01110	negative regulation of neuron apoptotic process	GO:0043524	CNTF
PF01110	ciliary neurotrophic factor-mediated signaling pathway	GO:0070120	CNTF
PF01111	cyclin-dependent protein serine/threonine kinase regulator activity	GO:0016538	CKS
PF01112	hydrolase activity	GO:0016787	Asparaginase_2
PF01113	4-hydroxy-tetrahydrodipicolinate reductase	GO:0008839	DapB_N
PF01113	lysine biosynthetic process via diaminopimelate	GO:0009089	DapB_N
PF01114	enzyme activator activity	GO:0008047	Colipase
PF01114	digestion	GO:0007586	Colipase
PF01114	lipid catabolic process	GO:0016042	Colipase
PF01114	extracellular region	GO:0005576	Colipase
PF01115	barbed-end actin filament capping	GO:0051016	F_actin_cap_B
PF01115	F-actin capping protein complex	GO:0008290	F_actin_cap_B
PF01116	zinc ion binding	GO:0008270	F_bP_aldolase
PF01116	aldehyde-lyase activity	GO:0016832	F_bP_aldolase
PF01116	carbohydrate metabolic process	GO:0005975	F_bP_aldolase
PF01117	extracellular region	GO:0005576	Aerolysin
PF01118	oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor	GO:0016620	Semialdhyde_dh
PF01118	NAD binding	GO:0051287	Semialdhyde_dh
PF01119	ATP binding	GO:0005524	DNA_mis_repair
PF01119	mismatched DNA binding	GO:0030983	DNA_mis_repair
PF01119	mismatch repair	GO:0006298	DNA_mis_repair
PF01120	alpha-L-fucosidase activity	GO:0004560	Alpha_L_fucos
PF01120	carbohydrate metabolic process	GO:0005975	Alpha_L_fucos
PF01121	dephospho-CoA kinase activity	GO:0004140	CoaE
PF01121	ATP binding	GO:0005524	CoaE
PF01121	coenzyme A biosynthetic process	GO:0015937	CoaE
PF01122	cobalamin binding	GO:0031419	Cobalamin_bind
PF01122	cobalamin transport	GO:0015889	Cobalamin_bind
PF01123	toxin activity	GO:0090729	Stap_Strp_toxin
PF01124	membrane	GO:0016020	MAPEG
PF01125	nucleus	GO:0005634	BUD31
PF01126	heme oxygenase (decyclizing) activity	GO:0004392	Heme_oxygenase
PF01126	heme oxidation	GO:0006788	Heme_oxygenase
PF01128	cytidylyltransferase activity	GO:0070567	IspD
PF01129	NAD+-protein-arginine ADP-ribosyltransferase activity	GO:0106274	ART
PF01130	membrane	GO:0016020	CD36
PF01131	DNA binding	GO:0003677	Topoisom_bac
PF01131	DNA topoisomerase activity	GO:0003916	Topoisom_bac
PF01131	DNA topological change	GO:0006265	Topoisom_bac
PF01132	translation elongation factor activity	GO:0003746	EFP
PF01132	translational elongation	GO:0006414	EFP
PF01139	RNA ligase activity	GO:0008452	RtcB
PF01139	RNA processing	GO:0006396	RtcB
PF01142	RNA binding	GO:0003723	TruD
PF01142	pseudouridine synthase activity	GO:0009982	TruD
PF01142	pseudouridine synthesis	GO:0001522	TruD
PF01142	RNA modification	GO:0009451	TruD
PF01144	CoA-transferase activity	GO:0008410	CoA_trans
PF01146	caveola assembly	GO:0070836	Caveolin
PF01149	DNA-(apurinic or apyrimidinic site) endonuclease activity	GO:0003906	Fapy_DNA_glyco
PF01149	zinc ion binding	GO:0008270	Fapy_DNA_glyco
PF01149	DNA N-glycosylase activity	GO:0019104	Fapy_DNA_glyco
PF01149	base-excision repair	GO:0006284	Fapy_DNA_glyco
PF01150	hydrolase activity	GO:0016787	GDA1_CD39
PF01151	fatty acid elongase activity	GO:0009922	ELO
PF01151	membrane	GO:0016020	ELO
PF01152	oxygen binding	GO:0019825	Bac_globin
PF01153	regulation of signal transduction	GO:0009966	Glypican
PF01153	plasma membrane	GO:0005886	Glypican
PF01153	collagen-containing extracellular matrix	GO:0062023	Glypican
PF01155	nickel cation binding	GO:0016151	HypA
PF01155	protein maturation	GO:0051604	HypA
PF01156	hydrolase activity, hydrolyzing N-glycosyl compounds	GO:0016799	IU_nuc_hydro
PF01157	structural constituent of ribosome	GO:0003735	Ribosomal_L21e
PF01157	translation	GO:0006412	Ribosomal_L21e
PF01157	ribosome	GO:0005840	Ribosomal_L21e
PF01158	structural constituent of ribosome	GO:0003735	Ribosomal_L36e
PF01158	translation	GO:0006412	Ribosomal_L36e
PF01158	ribosome	GO:0005840	Ribosomal_L36e
PF01159	structural constituent of ribosome	GO:0003735	Ribosomal_L6e
PF01159	translation	GO:0006412	Ribosomal_L6e
PF01159	ribosome	GO:0005840	Ribosomal_L6e
PF01160	neuropeptide signaling pathway	GO:0007218	Opiods_neuropep
PF01165	structural constituent of ribosome	GO:0003735	Ribosomal_S21
PF01165	translation	GO:0006412	Ribosomal_S21
PF01165	ribosome	GO:0005840	Ribosomal_S21
PF01166	regulation of transcription by RNA polymerase II	GO:0006357	TSC22
PF01174	glutaminase activity	GO:0004359	SNO
PF01174	vitamin B6 biosynthetic process	GO:0042819	SNO
PF01174	pyridoxal phosphate biosynthetic process	GO:0042823	SNO
PF01176	RNA binding	GO:0003723	eIF-1a
PF01176	translation initiation factor activity	GO:0003743	eIF-1a
PF01176	translational initiation	GO:0006413	eIF-1a
PF01177	racemase activity, acting on amino acids and derivatives	GO:0036361	Asp_Glu_race
PF01177	nitrogen compound metabolic process	GO:0006807	Asp_Glu_race
PF01179	copper ion binding	GO:0005507	Cu_amine_oxid
PF01179	primary amine oxidase activity	GO:0008131	Cu_amine_oxid
PF01179	quinone binding	GO:0048038	Cu_amine_oxid
PF01179	amine metabolic process	GO:0009308	Cu_amine_oxid
PF01180	oxidoreductase activity, acting on the CH-CH group of donors	GO:0016627	DHO_dh
PF01180	cytoplasm	GO:0005737	DHO_dh
PF01182	carbohydrate metabolic process	GO:0005975	Glucosamine_iso
PF01183	lysozyme activity	GO:0003796	Glyco_hydro_25
PF01183	peptidoglycan catabolic process	GO:0009253	Glyco_hydro_25
PF01183	cell wall macromolecule catabolic process	GO:0016998	Glyco_hydro_25
PF01184	membrane	GO:0016020	Gpr1_Fun34_YaaH
PF01185	structural constituent of cell wall	GO:0005199	Hydrophobin
PF01185	fungal-type cell wall	GO:0009277	Hydrophobin
PF01186	copper ion binding	GO:0005507	Lysyl_oxidase
PF01186	oxidoreductase activity, acting on the CH-NH2 group of donors, oxygen as acceptor	GO:0016641	Lysyl_oxidase
PF01191	DNA binding	GO:0003677	RNA_pol_Rpb5_C
PF01191	DNA-directed 5'-3' RNA polymerase activity	GO:0003899	RNA_pol_Rpb5_C
PF01191	DNA-templated transcription	GO:0006351	RNA_pol_Rpb5_C
PF01192	DNA binding	GO:0003677	RNA_pol_Rpb6
PF01192	DNA-directed 5'-3' RNA polymerase activity	GO:0003899	RNA_pol_Rpb6
PF01192	DNA-templated transcription	GO:0006351	RNA_pol_Rpb6
PF01193	DNA-directed 5'-3' RNA polymerase activity	GO:0003899	RNA_pol_L
PF01193	DNA-templated transcription	GO:0006351	RNA_pol_L
PF01194	DNA binding	GO:0003677	RNA_pol_N
PF01194	DNA-directed 5'-3' RNA polymerase activity	GO:0003899	RNA_pol_N
PF01194	DNA-templated transcription	GO:0006351	RNA_pol_N
PF01195	aminoacyl-tRNA hydrolase activity	GO:0004045	Pept_tRNA_hydro
PF01196	structural constituent of ribosome	GO:0003735	Ribosomal_L17
PF01196	translation	GO:0006412	Ribosomal_L17
PF01196	ribosome	GO:0005840	Ribosomal_L17
PF01197	structural constituent of ribosome	GO:0003735	Ribosomal_L31
PF01197	translation	GO:0006412	Ribosomal_L31
PF01197	ribosome	GO:0005840	Ribosomal_L31
PF01198	structural constituent of ribosome	GO:0003735	Ribosomal_L31e
PF01198	translation	GO:0006412	Ribosomal_L31e
PF01198	ribosome	GO:0005840	Ribosomal_L31e
PF01199	structural constituent of ribosome	GO:0003735	Ribosomal_L34e
PF01199	translation	GO:0006412	Ribosomal_L34e
PF01199	ribosome	GO:0005840	Ribosomal_L34e
PF01200	structural constituent of ribosome	GO:0003735	Ribosomal_S28e
PF01200	translation	GO:0006412	Ribosomal_S28e
PF01200	ribosome	GO:0005840	Ribosomal_S28e
PF01203	protein secretion by the type II secretion system	GO:0015628	T2SSN
PF01203	type II protein secretion system complex	GO:0015627	T2SSN
PF01204	alpha,alpha-trehalase activity	GO:0004555	Trehalase
PF01204	trehalose metabolic process	GO:0005991	Trehalase
PF01208	uroporphyrinogen decarboxylase activity	GO:0004853	URO-D
PF01208	porphyrin-containing compound biosynthetic process	GO:0006779	URO-D
PF01210	oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor	GO:0016616	NAD_Gly3P_dh_N
PF01210	NAD binding	GO:0051287	NAD_Gly3P_dh_N
PF01210	glycerol-3-phosphate catabolic process	GO:0046168	NAD_Gly3P_dh_N
PF01212	lyase activity	GO:0016829	Beta_elim_lyase
PF01212	amino acid metabolic process	GO:0006520	Beta_elim_lyase
PF01213	actin binding	GO:0003779	CAP_N
PF01213	cytoskeleton organization	GO:0007010	CAP_N
PF01214	protein kinase regulator activity	GO:0019887	CK_II_beta
PF01214	protein kinase CK2 complex	GO:0005956	CK_II_beta
PF01215	mitochondrial electron transport, cytochrome c to oxygen	GO:0006123	COX5B
PF01215	mitochondrial envelope	GO:0005740	COX5B
PF01215	mitochondrial respiratory chain complex IV	GO:0005751	COX5B
PF01216	calcium ion binding	GO:0005509	Calsequestrin
PF01218	coproporphyrinogen oxidase activity	GO:0004109	Coprogen_oxidas
PF01218	porphyrin-containing compound biosynthetic process	GO:0006779	Coprogen_oxidas
PF01219	kinase activity	GO:0016301	DAGK_prokar
PF01219	phospholipid biosynthetic process	GO:0008654	DAGK_prokar
PF01219	membrane	GO:0016020	DAGK_prokar
PF01220	3-dehydroquinate dehydratase activity	GO:0003855	DHquinase_II
PF01221	microtubule-based process	GO:0007017	Dynein_light
PF01221	dynein complex	GO:0030286	Dynein_light
PF01222	oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor	GO:0016628	ERG4_ERG24
PF01222	sterol biosynthetic process	GO:0016126	ERG4_ERG24
PF01222	membrane	GO:0016020	ERG4_ERG24
PF01223	nucleic acid binding	GO:0003676	Endonuclease_NS
PF01223	hydrolase activity	GO:0016787	Endonuclease_NS
PF01223	metal ion binding	GO:0046872	Endonuclease_NS
PF01225	acid-amino acid ligase activity	GO:0016881	Mur_ligase
PF01225	biosynthetic process	GO:0009058	Mur_ligase
PF01226	transmembrane transporter activity	GO:0022857	Form_Nir_trans
PF01226	transmembrane transport	GO:0055085	Form_Nir_trans
PF01226	membrane	GO:0016020	Form_Nir_trans
PF01228	catalytic activity	GO:0003824	Gly_radical
PF01230	catalytic activity	GO:0003824	HIT
PF01231	heme binding	GO:0020037	IDO
PF01232	oxidoreductase activity	GO:0016491	Mannitol_dh
PF01233	glycylpeptide N-tetradecanoyltransferase activity	GO:0004379	NMT
PF01234	methyltransferase activity	GO:0008168	NNMT_PNMT_TEMT
PF01235	amino acid:sodium symporter activity	GO:0005283	Na_Ala_symp
PF01235	sodium ion transport	GO:0006814	Na_Ala_symp
PF01235	amino acid transport	GO:0006865	Na_Ala_symp
PF01235	membrane	GO:0016020	Na_Ala_symp
PF01237	lipid binding	GO:0008289	Oxysterol_BP
PF01239	protein prenyltransferase activity	GO:0008318	PPTA
PF01239	protein prenylation	GO:0018342	PPTA
PF01241	photosynthesis	GO:0015979	PSI_PSAK
PF01241	photosystem I	GO:0009522	PSI_PSAK
PF01241	membrane	GO:0016020	PSI_PSAK
PF01244	metallodipeptidase activity	GO:0070573	Peptidase_M19
PF01244	proteolysis	GO:0006508	Peptidase_M19
PF01245	structural constituent of ribosome	GO:0003735	Ribosomal_L19
PF01245	translation	GO:0006412	Ribosomal_L19
PF01245	ribosome	GO:0005840	Ribosomal_L19
PF01247	structural constituent of ribosome	GO:0003735	Ribosomal_L35Ae
PF01247	translation	GO:0006412	Ribosomal_L35Ae
PF01247	ribosome	GO:0005840	Ribosomal_L35Ae
PF01249	structural constituent of ribosome	GO:0003735	Ribosomal_S21e
PF01249	translation	GO:0006412	Ribosomal_S21e
PF01249	ribosome	GO:0005840	Ribosomal_S21e
PF01250	structural constituent of ribosome	GO:0003735	Ribosomal_S6
PF01250	rRNA binding	GO:0019843	Ribosomal_S6
PF01250	translation	GO:0006412	Ribosomal_S6
PF01250	ribosome	GO:0005840	Ribosomal_S6
PF01251	structural constituent of ribosome	GO:0003735	Ribosomal_S7e
PF01251	translation	GO:0006412	Ribosomal_S7e
PF01251	ribosome	GO:0005840	Ribosomal_S7e
PF01252	aspartic-type endopeptidase activity	GO:0004190	Peptidase_A8
PF01252	proteolysis	GO:0006508	Peptidase_A8
PF01252	membrane	GO:0016020	Peptidase_A8
PF01253	translation initiation factor activity	GO:0003743	SUI1
PF01253	translational initiation	GO:0006413	SUI1
PF01254	DNA binding	GO:0003677	TP2
PF01254	spermatogenesis	GO:0007283	TP2
PF01254	nucleosome	GO:0000786	TP2
PF01254	nucleus	GO:0005634	TP2
PF01255	transferase activity, transferring alkyl or aryl (other than methyl) groups	GO:0016765	Prenyltransf
PF01256	hydro-lyase activity	GO:0016836	Carb_kinase
PF01258	zinc ion binding	GO:0008270	zf-dskA_traR
PF01263	isomerase activity	GO:0016853	Aldose_epim
PF01263	carbohydrate metabolic process	GO:0005975	Aldose_epim
PF01264	chorismate synthase activity	GO:0004107	Chorismate_synt
PF01264	aromatic amino acid family biosynthetic process	GO:0009073	Chorismate_synt
PF01265	holocytochrome-c synthase activity	GO:0004408	Cyto_heme_lyase
PF01265	mitochondrion	GO:0005739	Cyto_heme_lyase
PF01267	barbed-end actin filament capping	GO:0051016	F-actin_cap_A
PF01267	F-actin capping protein complex	GO:0008290	F-actin_cap_A
PF01268	formate-tetrahydrofolate ligase activity	GO:0004329	FTHFS
PF01268	ATP binding	GO:0005524	FTHFS
PF01269	RNA binding	GO:0003723	Fibrillarin
PF01269	methyltransferase activity	GO:0008168	Fibrillarin
PF01269	rRNA processing	GO:0006364	Fibrillarin
PF01270	hydrolase activity, hydrolyzing O-glycosyl compounds	GO:0004553	Glyco_hydro_8
PF01270	carbohydrate metabolic process	GO:0005975	Glyco_hydro_8
PF01271	secretory granule	GO:0030141	Granin
PF01272	DNA binding	GO:0003677	GreA_GreB
PF01272	regulation of DNA-templated transcription elongation	GO:0032784	GreA_GreB
PF01273	lipid binding	GO:0008289	LBP_BPI_CETP
PF01274	malate synthase activity	GO:0004474	MS_TIM-barrel
PF01274	glyoxylate cycle	GO:0006097	MS_TIM-barrel
PF01275	membrane	GO:0016020	Myelin_PLP
PF01276	catalytic activity	GO:0003824	OKR_DC_1
PF01277	monolayer-surrounded lipid storage body	GO:0012511	Oleosin
PF01277	membrane	GO:0016020	Oleosin
PF01278	endopeptidase activity	GO:0004175	Omptin
PF01278	proteolysis	GO:0006508	Omptin
PF01278	cell outer membrane	GO:0009279	Omptin
PF01279	hormone activity	GO:0005179	Parathyroid
PF01279	extracellular region	GO:0005576	Parathyroid
PF01280	structural constituent of ribosome	GO:0003735	Ribosomal_L19e
PF01280	translation	GO:0006412	Ribosomal_L19e
PF01280	ribosome	GO:0005840	Ribosomal_L19e
PF01282	structural constituent of ribosome	GO:0003735	Ribosomal_S24e
PF01282	translation	GO:0006412	Ribosomal_S24e
PF01282	ribosome	GO:0005840	Ribosomal_S24e
PF01283	structural constituent of ribosome	GO:0003735	Ribosomal_S26e
PF01283	translation	GO:0006412	Ribosomal_S26e
PF01283	ribosome	GO:0005840	Ribosomal_S26e
PF01284	membrane	GO:0016020	MARVEL
PF01285	DNA-binding transcription factor activity	GO:0003700	TEA
PF01285	regulation of DNA-templated transcription	GO:0006355	TEA
PF01287	RNA binding	GO:0003723	eIF-5a
PF01287	translation elongation factor activity	GO:0003746	eIF-5a
PF01287	ribosome binding	GO:0043022	eIF-5a
PF01287	positive regulation of translational elongation	GO:0045901	eIF-5a
PF01287	positive regulation of translational termination	GO:0045905	eIF-5a
PF01288	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase activity	GO:0003848	HPPK
PF01288	folic acid-containing compound biosynthetic process	GO:0009396	HPPK
PF01289	cholesterol binding	GO:0015485	Thiol_cytolysin
PF01290	actin monomer binding	GO:0003785	Thymosin
PF01290	actin filament organization	GO:0007015	Thymosin
PF01291	cytokine activity	GO:0005125	LIF_OSM
PF01291	immune response	GO:0006955	LIF_OSM
PF01291	extracellular region	GO:0005576	LIF_OSM
